 	ActiveWear								
ChainedDeliveryModule_Drop_Long_001	~mission(Item1) を ~mission(Location2|Address)に配送します。								
ChainedDeliveryModule_Drop_Long_002	~mission(Item2) を ~mission(Location3|Address)に配送します。								
ChainedDeliveryModule_Drop_Long_003	~mission(Item3) を ~mission(Location1|Address)に配送します。								
ChainedDeliveryModule_Drop_Short_001	~mission(Location2) に配送します。								
ChainedDeliveryModule_Drop_Short_002	~mission(Location3) に配送します。								
ChainedDeliveryModule_Drop_Short_003	~mission(Location1) に配送します。								
ChainedDeliveryModule_Long_001	~mission(Location1|Address) から ~mission(Item1) を受け取ります。								
ChainedDeliveryModule_Long_002	~mission(Location2|Address) から ~mission(Item2) を受け取ります。								
ChainedDeliveryModule_Long_003	~mission(Location3|Address) から ~mission(Item3) を受け取ります。								
ChainedDeliveryModule_Main_Long_001	マルチストップ・ルートに沿ってすべての荷物を配達します。								
ChainedDeliveryModule_Main_Short_001	すべての荷物を届ける								
ChainedDeliveryModule_Short_001	~mission(Item1) を受け取る								
ChainedDeliveryModule_Short_002	~mission(Item2) を受け取る								
ChainedDeliveryModule_Short_003	~mission(Item3) を受け取る								
CitCon17_Lorville_QT	ローヴィル・ゲートウェイ								
CitCon17_Lorville_QT_Desc	WIP								
Clovis_Safe_WIP_Journal_Sub_Heading_Clue_01	Unable to open to safe door please send code								
Clovis_Safe_WIP_Journal_Sub_Heading_Clue_02	-FAILED TO SEND MESSAGE -\n金庫を開けるためのコードは 459256 です。								
Clovis_Safe_WIP_Journal_Title_Clue_01	金庫が開けられない								
Clovis_Safe_WIP_Journal_Title_Clue_02	RE: 金庫が開けられない								
Clovis_Safe_WIP_Mission_Title_Text	金庫の調査								
Clovis_Safe_WIP_Objective-001_Text_Long	紛失した金庫の場所に行く								
Clovis_Safe_WIP_Objective-001a_Text_Long	金庫を見つけて回収する								
Clovis_Safe_WIP_Objective-002_Text_Long	管理者に金庫を返す								
Clovis_Safe_WIP_Objective_001_Text_Short	金庫の場所に行く								
Clovis_Safe_WIP_Objective_001a_Text_Short	金庫を探す								
Clovis_Safe_WIP_Objective_002_Text_Short	金庫を返す								
Clovis_Safe_WIP_Objective_003_Text_Long	金庫を開けるためのコードの手がかりを調査する								
Clovis_Safe_WIP_Objective_003_Text_Short	手がかりを調べる								
Clovis_Safe_WIP_Objective_003a_Text_Long	金庫のコードを知るために2つ目のデータカードを探す								
Clovis_Safe_WIP_Objective_003a_Text_Short	次のデータパッドを探す								
Clovis_Safe_WIP_Objective_004_Text_Long	金庫に戻ってチェストを開ける								
Clovis_Safe_WIP_Objective_004_Text_Short	金庫に戻る								
Clovis_Safe_WIP_Objective_005_Text_Long	管理者にミッションアイテムを返す								
Clovis_Safe_WIP_Objective_005_Text_Short	ミッションアイテムを返す								
ClovusDarneely_RepUI_Association	埋め立て/廃棄								
ClovusDarneely_RepUI_Biography	Clovus Darneely は、ローヴィルの主要な廃品回収業者である「埋め立て/廃棄」の事務員である。高学歴でちょっとした博識という評判の彼が、なぜこのような救済的な仕事をしているのか、顧客の間では不明である。								
ClovusDarneely_RepUI_Location	ローヴィル、ハーストン、スタントン星系								
ClovusDarneely_RepUI_Occupation	クラーク								
CollectCryptoKey_Lawful_Desc	[PH] 合法  ミッションの説明								
CollectCryptoKey_Lawful_Desc_Long_01	[PH] 合法 Text Long: UGF拠点に行き、暗号キーを回収する。								
CollectCryptoKey_Lawful_Desc_Short_01	[PH] 合法 文章（短文）：暗号キーを集める								
CollectCryptoKey_Lawful_Title	[PH] 合法： CryptoKeyを集める。								
CollectCryptoKey_ObjvMarker_01	[PH] Obv Marker: UGFを探す								
CollectCryptoKey_Unlawful_Desc	[PH] 非合法 ミッションの説明								
CollectCryptoKey_Unlawful_Desc_Long_01	[PH] Unlawful Text Long: UGFの場所に行って暗号キーを集める。								
CollectCryptoKey_Unlawful_Desc_Short_01	[PH] 非合法なテキスト ショート：Crypto Keyを集める								
CollectCryptoKey_Unlawful_Title	[PH] Unlawful: CryptoKeyを集める。								
CommArrayKill_Desc	[PH] CommArrayの可視範囲内にいるターゲットを、そのエリアから出る前に殺す。								
CommArrayKill_Desc_001	[PH] 通信アレイ周辺のプレイヤーを殺す								
CommArrayKill_Desc_Long_001	[PH] 選択された通信アレイに行く								
CommArrayKill_Desc_Long_002	[PH] ハックされたCommArrayのエリアで選択されたターゲットを殺す								
CommArrayKill_Desc_Short_001	[PH] 通信アレイに行く								
CommArrayKill_Desc_Short_002	[PH] ターゲットの殺害								
CommArrayKill_Marker_001	[PH] ターゲットを殺す								
CommArrayKill_Marker_002	[PH] ターゲットを殺す								
CommArrayKill_Title	[PH] ターゲットを殺す								
CommArrayKill_Title_001	[PH] プレイヤーを殺す								
CommArray_Activate	アクティベート								
CommArray_Deactivate	無効化								
CommArray_Hack	ハック								
CommArray_Login	ログイン								
CommArray_Logout	ログアウト								
CommArray_Repair	修理								
CommArray_desc_001	WIP ~mission(Location) でハッキングを防ぐ								
CommArray_title_001	~mission(Location) でハッキングを防ぐ								
Commissary_Attract	コミッサリー								
Commissary_Click	クリックして見る								
Commissary_Collect_001	ありがとうございました！\nアイテム回収準備完了								
Commissary_Collect_Warning_001	アイテム待ち。\n時間切れになる前に請求してください。								
Commissary_Collect_Warning_002	警告\n未請求の商品は在庫に戻されます。								
Commissary_Collect_Warning_003	商品が返却されました。\n再度選択してください。								
Commissary_Dispense_001	Dispense								
Commissary_Dispensing_001	待機中.商品をお出しします								
Commissary_PlayerMerits	あなたの長所:								
Commissary_PurchaseItem	[PH] 購入								
Commissary_ScreenHeader	選択してください								
Commissary_SelectItem	[PH] 選択								
Commissary_nostock	在庫切れ								
Commissary_restocking_001	再入荷中								
Community_Service_Desc	エリアからすべてのゴミを取り除く								
Community_Service_Desc_Long	除去されたゴミ %Is								
Community_Service_Title	通りをきれいにする								
ConstantineHurston_RepUI_Association	ハーストンダイナミクス								
ConstantineHurston_RepUI_Biography	ハーストン家の誇り高き一員であるコンスタンティン・ハーストンは、家系の発展に貢献することを誓っている。しかし、名前だけに頼るのではなく、自分の実力で昇進を勝ち取りたいと考えている。現在はまだJr.アウトソーシングエージェントに過ぎないが、自分の価値を証明し、ハーストン・ダイナミクス社のランクを一気に上げることができると確信している。								
ConstantineHurston_RepUI_Location	ローヴィル、ハーストン、スタントンシステム								
ConstantineHurston_RepUI_Occupation	Jr. アウトソーシングエージェント								
Constantine_Allies	ハーストン・ダイナミクス								
Constantine_Rivals	ワーカーズパーティー								
CovalexIC_Courier	[COURIER] コバレックスインディペンデントコントラクターズ								
CovalexIC_Data	[DATA] コバレックス・インディペンデント・コントラクターズ								
CovalexIC_Haulage	[HAULAGE] コバレックス・インディペンデント・コントラクターズ								
CovalexIC_LightGoods	[LIGHT GOODS] コバレックス・インディペンデント・コントラクターズ								
Covalex_Allies	N/A								
Covalex_Danger_001	もうひとつ、あなたは安全性の高い場所で仕事をすることになると思いますが、その点について教えてください。あなたは常にベスト・プラクティスに従っていると思いますが、ちょっとした注意を払うことは悪いことではないでしょう。転ばぬ先の杖、ですね。								
Covalex_Danger_002	"最後になりましたが、以前のオペレーターの中には、この地域で無法者の活動を報告した人もいるようです。対策を練っておいたほうがいいかもしれませんね。でも、もしそのような状況に陥ったとしても（たぶん、そんなことはないと思いますが！）、Covalexのポリシーである「Flight, not Fight」を思い出してください。"								
Covalex_Danger_003	また、残念なことに、この契約にはセキュリティフラグが立っているようです。あまり気にしなくてもいいのですが...とはいえ、この仕事の間は少なくとも細心の注意を払った方がいいでしょう。備えあれば憂いなし！？								
Covalex_Danger_004	もうひとつ、ちょっとした問題がある。システムはこの契約を潜在的に危険なものと判断しました。大した意味はないかもしれませんが、この仕事をしている間に何かにぶつかっても、あまり驚かないでくださいね。								
Covalex_Danger_005	最後になりましたが この契約にはセキュリティフラグが設定されています。リスクが高い場合に追加されます。時には危険なルートや無法者の目撃情報もありますが、この件に関しては特に注意が必要でしょう。								
Covalex_LocalDelivery_desc_01	こんにちは！\n\n地元の配達ルートを確保しています。最近は忙しいですね！\n\n ~mission(Itinerary)\n\n ~mission(Contractor|SignOff)\n\nチェイス・ヒューイット\nJr. ロジスティクス・コーディネーター\nコバレックス配送\n'必要なものを、必要な場所へ。'\n\n\n\n\n\n\n\nコバレックス配送は、有限責任会社です。本契約を受諾することにより、あなたは当社の拡張版である「Independent Workers Supplemental Information Guide v.2948.01.29」に記載されているすべての条件に同意したことになります。Covalex Shippingは、独立した契約者として活動している間に発生したいかなる損害に対しても責任を負いません。								
Covalex_LocalDelivery_desc_02	こんにちは！\n\n私のキューに小さな小さな作品が入ってきたので、お届けします。\n\n~mission(Itinerary)\n\n~mission(Contractor|SignOff)\n\nチェイス・ヒューイット\nJr. ロジスティクス・コーディネーター\nコバレックス配送\n'必要なものを、必要な場所へ。'\n\n\n\n\n\n\n\nコバレックス配送は、有限責任会社です。本契約を受諾することにより、あなたは当社の拡張版である「Independent Workers Supplemental Information Guide v.2948.01.29」に記載されているすべての条件に同意したことになります。Covalex Shippingは、独立した契約者として活動している間に発生したいかなる損害に対しても責任を負いません。								
